"Id","Title","Body","Tags"
"142","PHP Form Processing - Joining tables using multiple user inputs","<p>I've got a form that takes in multiple parameters inputted by the user.  They are then used to search and retrieve a record. The query needs to join multiple tables, but because the parameter values come from the user, my code is currently creating multiple records with a cross product, i.e. same individual with multiple addresses.  </p>

<p>Here's my code:</p>

<pre><code>if( $_POST[""submit""] ) {

if (!($stmt =$mysqli-&gt;prepare("" SELECT DISTINCT Fname, Minit, Lname, EMPLOYEE.Phone, Address, Sname, Saddress, Dno, Hourly
    FROM EMPLOYEE, DEPARTMENT, LOCATION
    WHERE EMPLOYEE.Fname=? OR EMPLOYEE.Lname=? OR EMPLOYEE.Dno=? OR LOCATION.Store_num=?""))) {      
print ""Prepare failed: ("" . $mysqli-&gt;errno . "") "" . $mysqli-&gt;error;
}
if (!$stmt-&gt;bind_param(""ssii"",$_POST['Fname'], $_POST['Lname'], $_POST['Dno'], $_POST['Store_num'])) {
print ""Binding parameters failed: ("" . $stmt-&gt;errno . "") "" . $stmt-&gt;error;
}
if (!$stmt-&gt;execute()) {
    print ""Execute failed: ("" . $stmt-&gt;errno . "") "" . $stmt-&gt;error;
    }       
$stmt-&gt;store_result();
if (!$stmt-&gt;bind_result($Fname,$Minit,$Lname,$Phone,$Address,$Slocation,$Saddress,$Dno,$Hourly)) {
         print ""Binding output parameters failed: ("" . $stmt-&gt;errno . "") "" . $stmt-&gt;error;
}
if ($stmt-&gt;num_rows == 0){
    print ""No results were found for the following search &lt;p&gt;""
    .$_POST['Fname'].$_POST['Lname'].$_POST['Store_num'].$_POST['Dno'].""&lt;/p&gt;"";
}

else {
    print ""&lt;table border=2 cellpadding=4&gt;

        &lt;tr bgcolor=white&gt;

        &lt;th&gt;First Name&lt;/th&gt;

        &lt;th&gt;Middle Initial&lt;/th&gt;

        &lt;th&gt;Last Name&lt;/th&gt;

        &lt;th&gt;Phone&lt;/th&gt;

        &lt;th&gt;Address&lt;/th&gt;

        &lt;th&gt;Store&lt;/th&gt;

        &lt;th&gt;Store Location&lt;/th&gt;

        &lt;th&gt;Dept #&lt;/th&gt;

        &lt;th&gt;Hourly Rate&lt;/th&gt;

        &lt;/tr&gt;"";

while ($stmt-&gt;fetch()){

    print ""&lt;tr&gt;&lt;td&gt;"".$Fname.""&lt;/td&gt;&lt;td&gt;"".$Minit.""&lt;/td&gt;&lt;td&gt;"".$Lname.

    ""&lt;/td&gt;&lt;td&gt;"".$Phone.""&lt;/td&gt;&lt;td&gt;"".$Address.""&lt;/td&gt;&lt;td&gt;"".$Slocation.""&lt;/td&gt;
    &lt;td&gt;"".$Saddress.""&lt;/td&gt;&lt;td&gt;"".$Dno.""&lt;/td&gt;&lt;td&gt;"".$Hourly.""&lt;/td&gt;&lt;/tr&gt;"";
    }

print ""&lt;/table&gt;"";
}
</code></pre>
","php mysql sql"
"143","Microsoft Chart Null Exception","<p>I m working with microsoft chart (PIE chart ) but in some X axis value from database is null or empty then chart error minimum  and maximum Xaxis and Yaxis </p>

<p>is there any solution ..?</p>
","microsoft char"
"144","Setup Facebook app in other language","<p>I created a facebook app. It's in English. However I need it to be displayed in German (only if possible) by default. I went through the facebook manuals and, unfortunately, I couldn't find it. </p>

<p>Your thoughts?</p>

<p>UPDATE: Let me show what I want.<img src=""http://i.stack.imgur.com/r9w45.png"" alt=""an application""></p>

<p>I (as an author) need it to be displayed absolutely in German, even any standard facebook label. I already set local to Deutsch (<code>Setting-&gt;Advanced-&gt;Locale</code>) but it's still in English.</p>
","facebook"
"145","Linq-to-SQL: how many datacontexts?","<p>I have a SQL Server 2008 database with > 300 tables. The application I have to design is an Windows Forms app, .NET 3.5, C#.</p>

<p>Which is the best way to work with Linq-to-SQL ?</p>

<p>I intend to make a datacontext for each business entity.</p>

<p>Is there any problem ?</p>

<p>I need to know if this way of working with Linq-to-SQL has any disadvantage or can create performance issues ?</p>

<p>Thanks.</p>
","c# sql sql-server linq-to-sql"
"146","How to generate a lower frequency version of a signal in Matlab?","<p>With a sine input, I tried to modify it's frequency cutting some lower frequencies in the spectrum, shifting the main frequency towards zero. As the signal is not fftshifted I tried to do that by eliminating some samples at the begin and at the end of the fft vector:</p>

<pre><code>interval = 1;
samplingFrequency = 44100;
signalFrequency = 440;
sampleDuration = 1 / samplingFrequency;
timespan = 1 : sampleDuration : (1 + interval);
original = sin(2 * pi * signalFrequency * timespan);
fourierTransform = fft(original);
frequencyCut = 10; %% Hertz
frequencyCut = floor(frequencyCut * (length(pattern) / samplingFrequency) / 4); %% Samples
maxFrequency = length(fourierTransform) - (2 * frequencyCut);
signal = ifft(fourierTransform(frequencyCut + 1:maxFrequency), 'symmetric');
</code></pre>

<p>But it didn't work as expected. I also tried to remove the center part of the spectrum, but it wielded a higher frequency sine wave too.</p>

<p>How to make it right?</p>
","math matlab signal-processing frequency fft"
"147","can I upgrade to lion desktop from snow leopard server?","<p>I have a Mac Mini with SLS installed, but don't use any of the Server services. Can I do an in-place upgrade to Lion Desktop when it comes out? Thanks</p>
","upgrade snow-leopard-server"
"148","Retrieve multiple type of entities from Azure table storage","<p>I am storing multiple entities in an azure table. Need to know if there is a way to retrieve those multiple entities at once and map them to their original models (partition key would be same, row keys would be different. Will just do the query on partition key).</p>

<p>Figured out that it retrieves everything with those parameters and tries to convert to the type against which it was being called in the LINQ query.</p>

<p>Any suggestion on when/how can I separate different types of entities.</p>
","linq-to-sql azure-storage-tables"
"149","HTTP request with web auth and port","<p>I need to perform a request to the following URL:</p>

<p>http://[USERNAME]:[PASSWORD]@[SERVER_IP]:[PORT]/some/path/to/some/file</p>

<p>BUT the finally generated URL is treated as INVALID because it contains the ':' character twice.
Is there any solution?</p>

<p>That is what I tried:</p>

<pre><code>$process = curl_init('http://[SERVER_IP]:[PORT]/OpenKM/webdav/okm:personal/somefile.mp4');
curl_setopt($process, CURLOPT_HEADER, 1);
curl_setopt($process, CURLOPT_USERPWD, ""[USERNAME]:[PASSWORD]"");
curl_setopt($process, CURLOPT_TIMEOUT, 30);
curl_setopt($process, CURLOPT_POST, 1);
curl_setopt($process, CURLOPT_RETURNTRANSFER, TRUE);
$return = curl_exec($process);  // $return is FALSE
var_dump(curl_error($process));die();  // Here we see string(23) ""Empty reply from server""
</code></pre>
","php http curl basic-authentication"
"150","Why does \includegraphics fail when using TikZ's externalization?","<p>I'm trying to use <code>\includegraphics</code> and the <code>auto-pst-pdf</code> package to convert and import an EPS file, but when I enable TikZ's <code>external</code> library, <code>\includegraphics</code> fails with an error message:</p>

<pre><code>Package tikz Error: Sorry, the system call 'pdflatex -shell-e
scape -halt-on-error -interaction=batchmode -jobname ""images/exports/EPSMods-fi
gure0"" ""\def\tikzexternalrealjob{EPSMods}\input{EPSMods}""' did NOT result in a 
usable output file 'images/exports/EPSMods-figure0' (expected one of .pdf:.jpg:
.jpeg:.png:). Please verify that you have enabled system calls. For pdflatex, t
his is 'pdflatex -shell-escape'. Sometimes it is also named 'write 18' or somet
hing like that. Or maybe the command simply failed? Error messages can be found
 in 'images/exports/EPSMods-figure0.log'. If you continue now, I'll try to type
set the picture.
</code></pre>

<p>When I try to prevent externalization of the offending picture with <code>tikzexternaldisable</code>, I get the same result.</p>

<p>Is there a way to use <code>auto-pst-pdf</code> and TikZ's <code>external</code> library at the same time (and independently of one another)?</p>

<hr>

<pre><code>\documentclass{article}

\usepackage{auto-pst-pdf}
\usepackage{graphicx}
\usepackage{psfrag}
\usepackage{tikz}

\usetikzlibrary{external}
\tikzexternalize[prefix=images/exports/]
%\tikzset{external/force remake}   % Uncommenting this generates the error every time

\begin{document}

\begin{tikzpicture}
\node {root}
    child {node {left}}
    child {node {right}
      child {node {child}}
      child {node {child}}
    };
\end{tikzpicture}

\bigskip{}

{\tikzexternaldisable       % Removing this causes the third figure to appear in place of this one
\begin{tikzpicture}         % Shouldn't this picture  behave as it would in the absence of the `external` library?
\psfrag{Z}{$Q=\Sigma_X$}
%\psfragfig{GraphA}         % GraphA is an EPS file being processed by `auto-pst-pdf`; this works
\includegraphics{GraphA}    % This fails, even if wrapped in a node
\end{tikzpicture} 
}

\bigskip{}

\begin{tikzpicture}
\node {A}
    child {node {B}}
    child {node {C}
      child {node {D}}
      child {node {X}}
    };
\end{tikzpicture}

\end{document}
</code></pre>

<hr>

<pre><code> article.cls    2007/10/19 v1.4h Standard LaTeX document class
  size10.clo    2007/10/19 v1.4h Standard LaTeX file (size option)
auto-pst-pdf.sty    2009/04/26 v0.6 Wrapper for pst-pdf
   ifpdf.sty    2011/01/30 v2.3 Provides the ifpdf switch (HO)
 xkeyval.sty    2008/08/13 v2.6a package option processing (HA)
 xkeyval.tex    2008/08/13 v2.6a key=value parser (HA)
ifplatform.sty    2010/10/22 v0.4 Testing for the operating system
pdftexcmds.sty    2011/11/29 v0.20 Utility functions of pdfTeX for LuaTeX (HO)
infwarerr.sty    2010/04/08 v1.3 Providing info/warning/error messages (HO)
ifluatex.sty    2010/03/01 v1.3 Provides the ifluatex switch (HO)
 ltxcmds.sty    2011/11/09 v1.22 LaTeX kernel commands for general use (HO)
catchfile.sty    2011/03/01 v1.6 Catch the contents of a file (HO)
etexcmds.sty    2011/02/16 v1.5 Avoid name clashes with e-TeX commands (HO)
EPSIncludeBug.w18
 pst-pdf.sty    2008/10/09 v1.1v PS graphics for pdfLaTeX (RN,HjG)
graphicx.sty    1999/02/16 v1.0f Enhanced LaTeX Graphics (DPC,SPQR)
graphics.sty    2009/02/05 v1.0o Standard LaTeX Graphics (DPC,SPQR)
    trig.sty    1999/03/16 v1.09 sin cos tan (DPC)
graphics.cfg    2010/04/23 v1.9 graphics configuration of TeX Live
  pdftex.def    2011/05/27 v0.06d Graphics/color for pdfTeX
pstricks.sty    2011/10/31 v0.52 LaTeX wrapper for `PSTricks' (RN,HV)
pstricks.tex    2012/03/11 v2.27 `PSTricks' (tvz,hv)
pst-xkey.tex    2005/11/25 v1.6 PSTricks specialization of xkeyval (HA)
  pst-fp.tex    2012/03/11 v2.27 `PST-fp' (hv)
  xcolor.sty    2007/01/21 v2.11 LaTeX color extensions (UK)
   color.cfg    2007/01/18 v1.5 color configuration of teTeX/TeXLive
 preview.sty    2010/02/14 11.86 (AUCTeX/preview-latex)
   dvips.def    1999/02/16 v3.0i Driver-dependant file (DPC,SPQR)
 environ.sty    2008/06/18 v0.2 A new way to define environments
  psfrag.sty    1998/04/11 v3.04 PSfrag (MCG)
    tikz.sty    2010/10/13 v2.10 (rcs-revision 1.76)
     pgf.sty    2008/01/15 v2.10 (rcs-revision 1.12)
  pgfrcs.sty    2010/10/25 v2.10 (rcs-revision 1.24)
everyshi.sty    2001/05/15 v3.00 EveryShipout Package (MS)
  pgfrcs.code.tex
 pgfcore.sty    2010/04/11 v2.10 (rcs-revision 1.7)
  pgfsys.sty    2010/06/30 v2.10 (rcs-revision 1.37)
  pgfsys.code.tex
pgfsyssoftpath.code.tex    2008/07/18  (rcs-revision 1.7)
pgfsysprotocol.code.tex    2006/10/16  (rcs-revision 1.4)
 pgfcore.code.tex
pgfcomp-version-0-65.sty    2007/07/03 v2.10 (rcs-revision 1.7)
pgfcomp-version-1-18.sty    2007/07/23 v2.10 (rcs-revision 1.1)
  pgffor.sty    2010/03/23 v2.10 (rcs-revision 1.18)
 pgfkeys.sty    
 pgfkeys.code.tex
  pgffor.code.tex
    tikz.code.tex
supp-pdf.mkii
EPSIncludeBug-pics.pdf    Graphic file (type pdf)
</code></pre>
","tikz-pgf external-files tikz-external auto-pst-pdf"
"151","Advanced Image cropping and image resizing in Flex","<p>I have created a image cropping tool in flex using core copyPixel method.</p>

<p>croppedBitmapData.copyPixels(croppedBitmapData, clipCan, new Point(0, 0));</p>

<p>I have to crope area of dementions 20*20 and show this cropped area in an image of demention 250*350.
 Every thing going well.
My problem is image distortion.</p>

<p>Even i am using this method for smoothing image contents on complete.</p>

<pre><code>private function smoothImage(event:Event):void
{
    var bitmap: Bitmap = ((event.target as Image).content as Bitmap);
    if (bitmap != null) 
    {
     bitmap.smoothing = true;
    }
}
</code></pre>

<p>I want to get the result of this site.       <a href=""http://www.yourplayingcards.com/builder/"" rel=""nofollow"">http://www.yourplayingcards.com/builder/</a></p>

<p>Please help me to get ride of image distortion.</p>
